DateID,Date,DayofWeek,Month,Quarter,Year,Isweekend
20150926,2015-09-26,5,9,3,2015,True
20150927,2015-09-27,6,9,3,2015,True
20150928,2015-09-28,0,9,3,2015,False
20150929,2015-09-29,1,9,3,2015,False
20150930,2015-09-30,2,9,3,2015,False
20151001,2015-10-01,3,10,4,2015,False
20151002,2015-10-02,4,10,4,2015,False
20151003,2015-10-03,5,10,4,2015,True
20151004,2015-10-04,6,10,4,2015,True
20151005,2015-10-05,0,10,4,2015,False
20151006,2015-10-06,1,10,4,2015,False
20151007,2015-10-07,2,10,4,2015,False
20151008,2015-10-08,3,10,4,2015,False
20151009,2015-10-09,4,10,4,2015,False
20151010,2015-10-10,5,10,4,2015,True
20151011,2015-10-11,6,10,4,2015,True
20151012,2015-10-12,0,10,4,2015,False
20151013,2015-10-13,1,10,4,2015,False
20151014,2015-10-14,2,10,4,2015,False
20151015,2015-10-15,3,10,4,2015,False
20151016,2015-10-16,4,10,4,2015,False
20151017,2015-10-17,5,10,4,2015,True
20151018,2015-10-18,6,10,4,2015,True
20151019,2015-10-19,0,10,4,2015,False
20151020,2015-10-20,1,10,4,2015,False
20151021,2015-10-21,2,10,4,2015,False
20151022,2015-10-22,3,10,4,2015,False
20151023,2015-10-23,4,10,4,2015,False
20151024,2015-10-24,5,10,4,2015,True
20151025,2015-10-25,6,10,4,2015,True
20151026,2015-10-26,0,10,4,2015,False
20151027,2015-10-27,1,10,4,2015,False
20151028,2015-10-28,2,10,4,2015,False
20151029,2015-10-29,3,10,4,2015,False
20151030,2015-10-30,4,10,4,2015,False
20151031,2015-10-31,5,10,4,2015,True
20151101,2015-11-01,6,11,4,2015,True
20151102,2015-11-02,0,11,4,2015,False
20151103,2015-11-03,1,11,4,2015,False
20151104,2015-11-04,2,11,4,2015,False
20151105,2015-11-05,3,11,4,2015,False
20151106,2015-11-06,4,11,4,2015,False
20151107,2015-11-07,5,11,4,2015,True
20151108,2015-11-08,6,11,4,2015,True
20151109,2015-11-09,0,11,4,2015,False
20151110,2015-11-10,1,11,4,2015,False
20151111,2015-11-11,2,11,4,2015,False
20151112,2015-11-12,3,11,4,2015,False
20151113,2015-11-13,4,11,4,2015,False
20151114,2015-11-14,5,11,4,2015,True
20151115,2015-11-15,6,11,4,2015,True
20151116,2015-11-16,0,11,4,2015,False
20151117,2015-11-17,1,11,4,2015,False
20151118,2015-11-18,2,11,4,2015,False
20151119,2015-11-19,3,11,4,2015,False
20151120,2015-11-20,4,11,4,2015,False
20151121,2015-11-21,5,11,4,2015,True
20151122,2015-11-22,6,11,4,2015,True
20151123,2015-11-23,0,11,4,2015,False
20151124,2015-11-24,1,11,4,2015,False
20151125,2015-11-25,2,11,4,2015,False
20151126,2015-11-26,3,11,4,2015,False
20151127,2015-11-27,4,11,4,2015,False
20151128,2015-11-28,5,11,4,2015,True
20151129,2015-11-29,6,11,4,2015,True
20151130,2015-11-30,0,11,4,2015,False
20151201,2015-12-01,1,12,4,2015,False
20151202,2015-12-02,2,12,4,2015,False
20151203,2015-12-03,3,12,4,2015,False
20151204,2015-12-04,4,12,4,2015,False
20151205,2015-12-05,5,12,4,2015,True
20151206,2015-12-06,6,12,4,2015,True
20151207,2015-12-07,0,12,4,2015,False
20151208,2015-12-08,1,12,4,2015,False
20151209,2015-12-09,2,12,4,2015,False
20151210,2015-12-10,3,12,4,2015,False
20151211,2015-12-11,4,12,4,2015,False
20151212,2015-12-12,5,12,4,2015,True
20151213,2015-12-13,6,12,4,2015,True
20151214,2015-12-14,0,12,4,2015,False
20151215,2015-12-15,1,12,4,2015,False
20151216,2015-12-16,2,12,4,2015,False
20151217,2015-12-17,3,12,4,2015,False
20151218,2015-12-18,4,12,4,2015,False
20151219,2015-12-19,5,12,4,2015,True
20151220,2015-12-20,6,12,4,2015,True
20151221,2015-12-21,0,12,4,2015,False
20151222,2015-12-22,1,12,4,2015,False
20151223,2015-12-23,2,12,4,2015,False
20151224,2015-12-24,3,12,4,2015,False
20151225,2015-12-25,4,12,4,2015,False
20151226,2015-12-26,5,12,4,2015,True
20151227,2015-12-27,6,12,4,2015,True
20151228,2015-12-28,0,12,4,2015,False
20151229,2015-12-29,1,12,4,2015,False
20151230,2015-12-30,2,12,4,2015,False
20151231,2015-12-31,3,12,4,2015,False
20160101,2016-01-01,4,1,1,2016,False
20160102,2016-01-02,5,1,1,2016,True
20160103,2016-01-03,6,1,1,2016,True
20160104,2016-01-04,0,1,1,2016,False
20160105,2016-01-05,1,1,1,2016,False
20160106,2016-01-06,2,1,1,2016,False
20160107,2016-01-07,3,1,1,2016,False
20160108,2016-01-08,4,1,1,2016,False
20160109,2016-01-09,5,1,1,2016,True
20160110,2016-01-10,6,1,1,2016,True
20160111,2016-01-11,0,1,1,2016,False
20160112,2016-01-12,1,1,1,2016,False
20160113,2016-01-13,2,1,1,2016,False
20160114,2016-01-14,3,1,1,2016,False
20160115,2016-01-15,4,1,1,2016,False
20160116,2016-01-16,5,1,1,2016,True
20160117,2016-01-17,6,1,1,2016,True
20160118,2016-01-18,0,1,1,2016,False
20160119,2016-01-19,1,1,1,2016,False
20160120,2016-01-20,2,1,1,2016,False
20160121,2016-01-21,3,1,1,2016,False
20160122,2016-01-22,4,1,1,2016,False
20160123,2016-01-23,5,1,1,2016,True
20160124,2016-01-24,6,1,1,2016,True
20160125,2016-01-25,0,1,1,2016,False
20160126,2016-01-26,1,1,1,2016,False
20160127,2016-01-27,2,1,1,2016,False
20160128,2016-01-28,3,1,1,2016,False
20160129,2016-01-29,4,1,1,2016,False
20160130,2016-01-30,5,1,1,2016,True
20160131,2016-01-31,6,1,1,2016,True
20160201,2016-02-01,0,2,1,2016,False
20160202,2016-02-02,1,2,1,2016,False
20160203,2016-02-03,2,2,1,2016,False
20160204,2016-02-04,3,2,1,2016,False
20160205,2016-02-05,4,2,1,2016,False
20160206,2016-02-06,5,2,1,2016,True
20160207,2016-02-07,6,2,1,2016,True
20160208,2016-02-08,0,2,1,2016,False
20160209,2016-02-09,1,2,1,2016,False
20160210,2016-02-10,2,2,1,2016,False
20160211,2016-02-11,3,2,1,2016,False
20160212,2016-02-12,4,2,1,2016,False
20160213,2016-02-13,5,2,1,2016,True
20160214,2016-02-14,6,2,1,2016,True
20160215,2016-02-15,0,2,1,2016,False
20160216,2016-02-16,1,2,1,2016,False
20160217,2016-02-17,2,2,1,2016,False
20160218,2016-02-18,3,2,1,2016,False
20160219,2016-02-19,4,2,1,2016,False
20160220,2016-02-20,5,2,1,2016,True
20160221,2016-02-21,6,2,1,2016,True
20160222,2016-02-22,0,2,1,2016,False
20160223,2016-02-23,1,2,1,2016,False
20160224,2016-02-24,2,2,1,2016,False
20160225,2016-02-25,3,2,1,2016,False
20160226,2016-02-26,4,2,1,2016,False
20160227,2016-02-27,5,2,1,2016,True
20160228,2016-02-28,6,2,1,2016,True
20160229,2016-02-29,0,2,1,2016,False
20160301,2016-03-01,1,3,1,2016,False
20160302,2016-03-02,2,3,1,2016,False
20160303,2016-03-03,3,3,1,2016,False
20160304,2016-03-04,4,3,1,2016,False
20160305,2016-03-05,5,3,1,2016,True
20160306,2016-03-06,6,3,1,2016,True
20160307,2016-03-07,0,3,1,2016,False
20160308,2016-03-08,1,3,1,2016,False
20160309,2016-03-09,2,3,1,2016,False
20160310,2016-03-10,3,3,1,2016,False
20160311,2016-03-11,4,3,1,2016,False
20160312,2016-03-12,5,3,1,2016,True
20160313,2016-03-13,6,3,1,2016,True
20160314,2016-03-14,0,3,1,2016,False
20160315,2016-03-15,1,3,1,2016,False
20160316,2016-03-16,2,3,1,2016,False
20160317,2016-03-17,3,3,1,2016,False
20160318,2016-03-18,4,3,1,2016,False
20160319,2016-03-19,5,3,1,2016,True
20160320,2016-03-20,6,3,1,2016,True
20160321,2016-03-21,0,3,1,2016,False
20160322,2016-03-22,1,3,1,2016,False
20160323,2016-03-23,2,3,1,2016,False
20160324,2016-03-24,3,3,1,2016,False
20160325,2016-03-25,4,3,1,2016,False
20160326,2016-03-26,5,3,1,2016,True
20160327,2016-03-27,6,3,1,2016,True
20160328,2016-03-28,0,3,1,2016,False
20160329,2016-03-29,1,3,1,2016,False
20160330,2016-03-30,2,3,1,2016,False
20160331,2016-03-31,3,3,1,2016,False
20160401,2016-04-01,4,4,2,2016,False
20160402,2016-04-02,5,4,2,2016,True
20160403,2016-04-03,6,4,2,2016,True
20160404,2016-04-04,0,4,2,2016,False
20160405,2016-04-05,1,4,2,2016,False
20160406,2016-04-06,2,4,2,2016,False
20160407,2016-04-07,3,4,2,2016,False
20160408,2016-04-08,4,4,2,2016,False
20160409,2016-04-09,5,4,2,2016,True
20160410,2016-04-10,6,4,2,2016,True
20160411,2016-04-11,0,4,2,2016,False
20160412,2016-04-12,1,4,2,2016,False
20160413,2016-04-13,2,4,2,2016,False
20160414,2016-04-14,3,4,2,2016,False
20160415,2016-04-15,4,4,2,2016,False
20160416,2016-04-16,5,4,2,2016,True
20160417,2016-04-17,6,4,2,2016,True
20160418,2016-04-18,0,4,2,2016,False
20160419,2016-04-19,1,4,2,2016,False
20160420,2016-04-20,2,4,2,2016,False
20160421,2016-04-21,3,4,2,2016,False
20160422,2016-04-22,4,4,2,2016,False
20160423,2016-04-23,5,4,2,2016,True
20160424,2016-04-24,6,4,2,2016,True
20160425,2016-04-25,0,4,2,2016,False
20160426,2016-04-26,1,4,2,2016,False
20160427,2016-04-27,2,4,2,2016,False
20160428,2016-04-28,3,4,2,2016,False
20160429,2016-04-29,4,4,2,2016,False
20160430,2016-04-30,5,4,2,2016,True
20160501,2016-05-01,6,5,2,2016,True
20160502,2016-05-02,0,5,2,2016,False
20160503,2016-05-03,1,5,2,2016,False
20160504,2016-05-04,2,5,2,2016,False
20160505,2016-05-05,3,5,2,2016,False
20160506,2016-05-06,4,5,2,2016,False
20160507,2016-05-07,5,5,2,2016,True
20160508,2016-05-08,6,5,2,2016,True
20160509,2016-05-09,0,5,2,2016,False
20160510,2016-05-10,1,5,2,2016,False
20160511,2016-05-11,2,5,2,2016,False
20160512,2016-05-12,3,5,2,2016,False
20160513,2016-05-13,4,5,2,2016,False
20160514,2016-05-14,5,5,2,2016,True
20160515,2016-05-15,6,5,2,2016,True
20160516,2016-05-16,0,5,2,2016,False
20160517,2016-05-17,1,5,2,2016,False
20160518,2016-05-18,2,5,2,2016,False
20160519,2016-05-19,3,5,2,2016,False
20160520,2016-05-20,4,5,2,2016,False
20160521,2016-05-21,5,5,2,2016,True
20160522,2016-05-22,6,5,2,2016,True
20160523,2016-05-23,0,5,2,2016,False
20160524,2016-05-24,1,5,2,2016,False
20160525,2016-05-25,2,5,2,2016,False
20160526,2016-05-26,3,5,2,2016,False
20160527,2016-05-27,4,5,2,2016,False
20160528,2016-05-28,5,5,2,2016,True
20160529,2016-05-29,6,5,2,2016,True
20160530,2016-05-30,0,5,2,2016,False
20160531,2016-05-31,1,5,2,2016,False
20160601,2016-06-01,2,6,2,2016,False
20160602,2016-06-02,3,6,2,2016,False
20160603,2016-06-03,4,6,2,2016,False
20160604,2016-06-04,5,6,2,2016,True
20160605,2016-06-05,6,6,2,2016,True
20160606,2016-06-06,0,6,2,2016,False
20160607,2016-06-07,1,6,2,2016,False
20160608,2016-06-08,2,6,2,2016,False
20160609,2016-06-09,3,6,2,2016,False
20160610,2016-06-10,4,6,2,2016,False
20160611,2016-06-11,5,6,2,2016,True
20160612,2016-06-12,6,6,2,2016,True
20160613,2016-06-13,0,6,2,2016,False
20160614,2016-06-14,1,6,2,2016,False
20160615,2016-06-15,2,6,2,2016,False
20160616,2016-06-16,3,6,2,2016,False
20160617,2016-06-17,4,6,2,2016,False
20160618,2016-06-18,5,6,2,2016,True
20160619,2016-06-19,6,6,2,2016,True
20160620,2016-06-20,0,6,2,2016,False
20160621,2016-06-21,1,6,2,2016,False
20160622,2016-06-22,2,6,2,2016,False
20160623,2016-06-23,3,6,2,2016,False
20160624,2016-06-24,4,6,2,2016,False
20160625,2016-06-25,5,6,2,2016,True
20160626,2016-06-26,6,6,2,2016,True
20160627,2016-06-27,0,6,2,2016,False
20160628,2016-06-28,1,6,2,2016,False
20160629,2016-06-29,2,6,2,2016,False
20160630,2016-06-30,3,6,2,2016,False
20160701,2016-07-01,4,7,3,2016,False
20160702,2016-07-02,5,7,3,2016,True
20160703,2016-07-03,6,7,3,2016,True
20160704,2016-07-04,0,7,3,2016,False
20160705,2016-07-05,1,7,3,2016,False
20160706,2016-07-06,2,7,3,2016,False
20160707,2016-07-07,3,7,3,2016,False
20160708,2016-07-08,4,7,3,2016,False
20160709,2016-07-09,5,7,3,2016,True
20160710,2016-07-10,6,7,3,2016,True
20160711,2016-07-11,0,7,3,2016,False
20160712,2016-07-12,1,7,3,2016,False
20160713,2016-07-13,2,7,3,2016,False
20160714,2016-07-14,3,7,3,2016,False
20160715,2016-07-15,4,7,3,2016,False
20160716,2016-07-16,5,7,3,2016,True
20160717,2016-07-17,6,7,3,2016,True
20160718,2016-07-18,0,7,3,2016,False
20160719,2016-07-19,1,7,3,2016,False
20160720,2016-07-20,2,7,3,2016,False
20160721,2016-07-21,3,7,3,2016,False
20160722,2016-07-22,4,7,3,2016,False
20160723,2016-07-23,5,7,3,2016,True
20160724,2016-07-24,6,7,3,2016,True
20160725,2016-07-25,0,7,3,2016,False
20160726,2016-07-26,1,7,3,2016,False
20160727,2016-07-27,2,7,3,2016,False
20160728,2016-07-28,3,7,3,2016,False
20160729,2016-07-29,4,7,3,2016,False
20160730,2016-07-30,5,7,3,2016,True
20160731,2016-07-31,6,7,3,2016,True
20160801,2016-08-01,0,8,3,2016,False
20160802,2016-08-02,1,8,3,2016,False
20160803,2016-08-03,2,8,3,2016,False
20160804,2016-08-04,3,8,3,2016,False
20160805,2016-08-05,4,8,3,2016,False
20160806,2016-08-06,5,8,3,2016,True
20160807,2016-08-07,6,8,3,2016,True
20160808,2016-08-08,0,8,3,2016,False
20160809,2016-08-09,1,8,3,2016,False
20160810,2016-08-10,2,8,3,2016,False
20160811,2016-08-11,3,8,3,2016,False
20160812,2016-08-12,4,8,3,2016,False
20160813,2016-08-13,5,8,3,2016,True
20160814,2016-08-14,6,8,3,2016,True
20160815,2016-08-15,0,8,3,2016,False
20160816,2016-08-16,1,8,3,2016,False
20160817,2016-08-17,2,8,3,2016,False
20160818,2016-08-18,3,8,3,2016,False
20160819,2016-08-19,4,8,3,2016,False
20160820,2016-08-20,5,8,3,2016,True
20160821,2016-08-21,6,8,3,2016,True
20160822,2016-08-22,0,8,3,2016,False
20160823,2016-08-23,1,8,3,2016,False
20160824,2016-08-24,2,8,3,2016,False
20160825,2016-08-25,3,8,3,2016,False
20160826,2016-08-26,4,8,3,2016,False
20160827,2016-08-27,5,8,3,2016,True
20160828,2016-08-28,6,8,3,2016,True
20160829,2016-08-29,0,8,3,2016,False
20160830,2016-08-30,1,8,3,2016,False
20160831,2016-08-31,2,8,3,2016,False
20160901,2016-09-01,3,9,3,2016,False
20160902,2016-09-02,4,9,3,2016,False
20160903,2016-09-03,5,9,3,2016,True
20160904,2016-09-04,6,9,3,2016,True
20160905,2016-09-05,0,9,3,2016,False
20160906,2016-09-06,1,9,3,2016,False
20160907,2016-09-07,2,9,3,2016,False
20160908,2016-09-08,3,9,3,2016,False
20160909,2016-09-09,4,9,3,2016,False
20160910,2016-09-10,5,9,3,2016,True
20160911,2016-09-11,6,9,3,2016,True
20160912,2016-09-12,0,9,3,2016,False
20160913,2016-09-13,1,9,3,2016,False
20160914,2016-09-14,2,9,3,2016,False
20160915,2016-09-15,3,9,3,2016,False
20160916,2016-09-16,4,9,3,2016,False
20160917,2016-09-17,5,9,3,2016,True
20160918,2016-09-18,6,9,3,2016,True
20160919,2016-09-19,0,9,3,2016,False
20160920,2016-09-20,1,9,3,2016,False
20160921,2016-09-21,2,9,3,2016,False
20160922,2016-09-22,3,9,3,2016,False
20160923,2016-09-23,4,9,3,2016,False
20160924,2016-09-24,5,9,3,2016,True
20160925,2016-09-25,6,9,3,2016,True
20160926,2016-09-26,0,9,3,2016,False
20160927,2016-09-27,1,9,3,2016,False
20160928,2016-09-28,2,9,3,2016,False
20160929,2016-09-29,3,9,3,2016,False
20160930,2016-09-30,4,9,3,2016,False
20161001,2016-10-01,5,10,4,2016,True
20161002,2016-10-02,6,10,4,2016,True
20161003,2016-10-03,0,10,4,2016,False
20161004,2016-10-04,1,10,4,2016,False
20161005,2016-10-05,2,10,4,2016,False
20161006,2016-10-06,3,10,4,2016,False
20161007,2016-10-07,4,10,4,2016,False
20161008,2016-10-08,5,10,4,2016,True
20161009,2016-10-09,6,10,4,2016,True
20161010,2016-10-10,0,10,4,2016,False
20161011,2016-10-11,1,10,4,2016,False
20161012,2016-10-12,2,10,4,2016,False
20161013,2016-10-13,3,10,4,2016,False
20161014,2016-10-14,4,10,4,2016,False
20161015,2016-10-15,5,10,4,2016,True
20161016,2016-10-16,6,10,4,2016,True
20161017,2016-10-17,0,10,4,2016,False
20161018,2016-10-18,1,10,4,2016,False
20161019,2016-10-19,2,10,4,2016,False
20161020,2016-10-20,3,10,4,2016,False
20161021,2016-10-21,4,10,4,2016,False
20161022,2016-10-22,5,10,4,2016,True
20161023,2016-10-23,6,10,4,2016,True
20161024,2016-10-24,0,10,4,2016,False
20161025,2016-10-25,1,10,4,2016,False
20161026,2016-10-26,2,10,4,2016,False
20161027,2016-10-27,3,10,4,2016,False
20161028,2016-10-28,4,10,4,2016,False
20161029,2016-10-29,5,10,4,2016,True
20161030,2016-10-30,6,10,4,2016,True
20161031,2016-10-31,0,10,4,2016,False
20161101,2016-11-01,1,11,4,2016,False
20161102,2016-11-02,2,11,4,2016,False
20161103,2016-11-03,3,11,4,2016,False
20161104,2016-11-04,4,11,4,2016,False
20161105,2016-11-05,5,11,4,2016,True
20161106,2016-11-06,6,11,4,2016,True
20161107,2016-11-07,0,11,4,2016,False
20161108,2016-11-08,1,11,4,2016,False
20161109,2016-11-09,2,11,4,2016,False
20161110,2016-11-10,3,11,4,2016,False
20161111,2016-11-11,4,11,4,2016,False
20161112,2016-11-12,5,11,4,2016,True
20161113,2016-11-13,6,11,4,2016,True
20161114,2016-11-14,0,11,4,2016,False
20161115,2016-11-15,1,11,4,2016,False
20161116,2016-11-16,2,11,4,2016,False
20161117,2016-11-17,3,11,4,2016,False
20161118,2016-11-18,4,11,4,2016,False
20161119,2016-11-19,5,11,4,2016,True
20161120,2016-11-20,6,11,4,2016,True
20161121,2016-11-21,0,11,4,2016,False
20161122,2016-11-22,1,11,4,2016,False
20161123,2016-11-23,2,11,4,2016,False
20161124,2016-11-24,3,11,4,2016,False
20161125,2016-11-25,4,11,4,2016,False
20161126,2016-11-26,5,11,4,2016,True
20161127,2016-11-27,6,11,4,2016,True
20161128,2016-11-28,0,11,4,2016,False
20161129,2016-11-29,1,11,4,2016,False
20161130,2016-11-30,2,11,4,2016,False
20161201,2016-12-01,3,12,4,2016,False
20161202,2016-12-02,4,12,4,2016,False
20161203,2016-12-03,5,12,4,2016,True
20161204,2016-12-04,6,12,4,2016,True
20161205,2016-12-05,0,12,4,2016,False
20161206,2016-12-06,1,12,4,2016,False
20161207,2016-12-07,2,12,4,2016,False
20161208,2016-12-08,3,12,4,2016,False
20161209,2016-12-09,4,12,4,2016,False
20161210,2016-12-10,5,12,4,2016,True
20161211,2016-12-11,6,12,4,2016,True
20161212,2016-12-12,0,12,4,2016,False
20161213,2016-12-13,1,12,4,2016,False
20161214,2016-12-14,2,12,4,2016,False
20161215,2016-12-15,3,12,4,2016,False
20161216,2016-12-16,4,12,4,2016,False
20161217,2016-12-17,5,12,4,2016,True
20161218,2016-12-18,6,12,4,2016,True
20161219,2016-12-19,0,12,4,2016,False
20161220,2016-12-20,1,12,4,2016,False
20161221,2016-12-21,2,12,4,2016,False
20161222,2016-12-22,3,12,4,2016,False
20161223,2016-12-23,4,12,4,2016,False
20161224,2016-12-24,5,12,4,2016,True
20161225,2016-12-25,6,12,4,2016,True
20161226,2016-12-26,0,12,4,2016,False
20161227,2016-12-27,1,12,4,2016,False
20161228,2016-12-28,2,12,4,2016,False
20161229,2016-12-29,3,12,4,2016,False
20161230,2016-12-30,4,12,4,2016,False
20161231,2016-12-31,5,12,4,2016,True
20170101,2017-01-01,6,1,1,2017,True
20170102,2017-01-02,0,1,1,2017,False
20170103,2017-01-03,1,1,1,2017,False
20170104,2017-01-04,2,1,1,2017,False
20170105,2017-01-05,3,1,1,2017,False
20170106,2017-01-06,4,1,1,2017,False
20170107,2017-01-07,5,1,1,2017,True
20170108,2017-01-08,6,1,1,2017,True
20170109,2017-01-09,0,1,1,2017,False
20170110,2017-01-10,1,1,1,2017,False
20170111,2017-01-11,2,1,1,2017,False
20170112,2017-01-12,3,1,1,2017,False
20170113,2017-01-13,4,1,1,2017,False
20170114,2017-01-14,5,1,1,2017,True
20170115,2017-01-15,6,1,1,2017,True
20170116,2017-01-16,0,1,1,2017,False
20170117,2017-01-17,1,1,1,2017,False
20170118,2017-01-18,2,1,1,2017,False
20170119,2017-01-19,3,1,1,2017,False
20170120,2017-01-20,4,1,1,2017,False
20170121,2017-01-21,5,1,1,2017,True
20170122,2017-01-22,6,1,1,2017,True
20170123,2017-01-23,0,1,1,2017,False
20170124,2017-01-24,1,1,1,2017,False
20170125,2017-01-25,2,1,1,2017,False
20170126,2017-01-26,3,1,1,2017,False
20170127,2017-01-27,4,1,1,2017,False
20170128,2017-01-28,5,1,1,2017,True
20170129,2017-01-29,6,1,1,2017,True
20170130,2017-01-30,0,1,1,2017,False
20170131,2017-01-31,1,1,1,2017,False
20170201,2017-02-01,2,2,1,2017,False
20170202,2017-02-02,3,2,1,2017,False
20170203,2017-02-03,4,2,1,2017,False
20170204,2017-02-04,5,2,1,2017,True
20170205,2017-02-05,6,2,1,2017,True
20170206,2017-02-06,0,2,1,2017,False
20170207,2017-02-07,1,2,1,2017,False
20170208,2017-02-08,2,2,1,2017,False
20170209,2017-02-09,3,2,1,2017,False
20170210,2017-02-10,4,2,1,2017,False
20170211,2017-02-11,5,2,1,2017,True
20170212,2017-02-12,6,2,1,2017,True
20170213,2017-02-13,0,2,1,2017,False
20170214,2017-02-14,1,2,1,2017,False
20170215,2017-02-15,2,2,1,2017,False
20170216,2017-02-16,3,2,1,2017,False
20170217,2017-02-17,4,2,1,2017,False
20170218,2017-02-18,5,2,1,2017,True
20170219,2017-02-19,6,2,1,2017,True
20170220,2017-02-20,0,2,1,2017,False
20170221,2017-02-21,1,2,1,2017,False
20170222,2017-02-22,2,2,1,2017,False
20170223,2017-02-23,3,2,1,2017,False
20170224,2017-02-24,4,2,1,2017,False
20170225,2017-02-25,5,2,1,2017,True
20170226,2017-02-26,6,2,1,2017,True
20170227,2017-02-27,0,2,1,2017,False
20170228,2017-02-28,1,2,1,2017,False
20170301,2017-03-01,2,3,1,2017,False
20170302,2017-03-02,3,3,1,2017,False
20170303,2017-03-03,4,3,1,2017,False
20170304,2017-03-04,5,3,1,2017,True
20170305,2017-03-05,6,3,1,2017,True
20170306,2017-03-06,0,3,1,2017,False
20170307,2017-03-07,1,3,1,2017,False
20170308,2017-03-08,2,3,1,2017,False
20170309,2017-03-09,3,3,1,2017,False
20170310,2017-03-10,4,3,1,2017,False
20170311,2017-03-11,5,3,1,2017,True
20170312,2017-03-12,6,3,1,2017,True
20170313,2017-03-13,0,3,1,2017,False
20170314,2017-03-14,1,3,1,2017,False
20170315,2017-03-15,2,3,1,2017,False
20170316,2017-03-16,3,3,1,2017,False
20170317,2017-03-17,4,3,1,2017,False
20170318,2017-03-18,5,3,1,2017,True
20170319,2017-03-19,6,3,1,2017,True
20170320,2017-03-20,0,3,1,2017,False
20170321,2017-03-21,1,3,1,2017,False
20170322,2017-03-22,2,3,1,2017,False
20170323,2017-03-23,3,3,1,2017,False
20170324,2017-03-24,4,3,1,2017,False
20170325,2017-03-25,5,3,1,2017,True
20170326,2017-03-26,6,3,1,2017,True
20170327,2017-03-27,0,3,1,2017,False
20170328,2017-03-28,1,3,1,2017,False
20170329,2017-03-29,2,3,1,2017,False
20170330,2017-03-30,3,3,1,2017,False
20170331,2017-03-31,4,3,1,2017,False
20170401,2017-04-01,5,4,2,2017,True
20170402,2017-04-02,6,4,2,2017,True
20170403,2017-04-03,0,4,2,2017,False
20170404,2017-04-04,1,4,2,2017,False
20170405,2017-04-05,2,4,2,2017,False
20170406,2017-04-06,3,4,2,2017,False
20170407,2017-04-07,4,4,2,2017,False
20170408,2017-04-08,5,4,2,2017,True
20170409,2017-04-09,6,4,2,2017,True
20170410,2017-04-10,0,4,2,2017,False
20170411,2017-04-11,1,4,2,2017,False
20170412,2017-04-12,2,4,2,2017,False
20170413,2017-04-13,3,4,2,2017,False
20170414,2017-04-14,4,4,2,2017,False
20170415,2017-04-15,5,4,2,2017,True
20170416,2017-04-16,6,4,2,2017,True
20170417,2017-04-17,0,4,2,2017,False
20170418,2017-04-18,1,4,2,2017,False
20170419,2017-04-19,2,4,2,2017,False
20170420,2017-04-20,3,4,2,2017,False
20170421,2017-04-21,4,4,2,2017,False
20170422,2017-04-22,5,4,2,2017,True
20170423,2017-04-23,6,4,2,2017,True
20170424,2017-04-24,0,4,2,2017,False
20170425,2017-04-25,1,4,2,2017,False
20170426,2017-04-26,2,4,2,2017,False
20170427,2017-04-27,3,4,2,2017,False
20170428,2017-04-28,4,4,2,2017,False
20170429,2017-04-29,5,4,2,2017,True
20170430,2017-04-30,6,4,2,2017,True
20170501,2017-05-01,0,5,2,2017,False
20170502,2017-05-02,1,5,2,2017,False
20170503,2017-05-03,2,5,2,2017,False
20170504,2017-05-04,3,5,2,2017,False
20170505,2017-05-05,4,5,2,2017,False
20170506,2017-05-06,5,5,2,2017,True
20170507,2017-05-07,6,5,2,2017,True
20170508,2017-05-08,0,5,2,2017,False
20170509,2017-05-09,1,5,2,2017,False
20170510,2017-05-10,2,5,2,2017,False
20170511,2017-05-11,3,5,2,2017,False
20170512,2017-05-12,4,5,2,2017,False
20170513,2017-05-13,5,5,2,2017,True
20170514,2017-05-14,6,5,2,2017,True
20170515,2017-05-15,0,5,2,2017,False
20170516,2017-05-16,1,5,2,2017,False
20170517,2017-05-17,2,5,2,2017,False
20170518,2017-05-18,3,5,2,2017,False
20170519,2017-05-19,4,5,2,2017,False
20170520,2017-05-20,5,5,2,2017,True
20170521,2017-05-21,6,5,2,2017,True
20170522,2017-05-22,0,5,2,2017,False
20170523,2017-05-23,1,5,2,2017,False
20170524,2017-05-24,2,5,2,2017,False
20170525,2017-05-25,3,5,2,2017,False
20170526,2017-05-26,4,5,2,2017,False
20170527,2017-05-27,5,5,2,2017,True
20170528,2017-05-28,6,5,2,2017,True
20170529,2017-05-29,0,5,2,2017,False
20170530,2017-05-30,1,5,2,2017,False
20170531,2017-05-31,2,5,2,2017,False
20170601,2017-06-01,3,6,2,2017,False
20170602,2017-06-02,4,6,2,2017,False
20170603,2017-06-03,5,6,2,2017,True
20170604,2017-06-04,6,6,2,2017,True
20170605,2017-06-05,0,6,2,2017,False
20170606,2017-06-06,1,6,2,2017,False
20170607,2017-06-07,2,6,2,2017,False
20170608,2017-06-08,3,6,2,2017,False
20170609,2017-06-09,4,6,2,2017,False
20170610,2017-06-10,5,6,2,2017,True
20170611,2017-06-11,6,6,2,2017,True
20170612,2017-06-12,0,6,2,2017,False
20170613,2017-06-13,1,6,2,2017,False
20170614,2017-06-14,2,6,2,2017,False
20170615,2017-06-15,3,6,2,2017,False
20170616,2017-06-16,4,6,2,2017,False
20170617,2017-06-17,5,6,2,2017,True
20170618,2017-06-18,6,6,2,2017,True
20170619,2017-06-19,0,6,2,2017,False
20170620,2017-06-20,1,6,2,2017,False
